trade_date,classification,trades,active_accounts,daily_size_usd,daily_net_pnl,daily_win_rate,sentiment_value,daily_net_pnl_per_trade
2024-03-06,Extreme Greed,82,1,327218.02,6818.1804569999995,0.8780487804878049,75.0,83.14854215853659
2024-03-08,Extreme Greed,67,1,183583.18,4275.557865,0.8805970149253731,81.0,63.81429649253731
2024-03-09,Extreme Greed,117,1,658178.75,9947.64986,0.8290598290598291,84.0,85.02264837606837
2024-03-10,Extreme Greed,42,1,219973.85,2480.646128,0.6904761904761905,79.0,59.06300304761904
2024-03-11,Extreme Greed,42,1,176519.44999999998,3579.7066050000003,0.9285714285714286,82.0,85.23110964285715
2024-03-12,Extreme Greed,8,1,103040.85,3034.220047,0.875,81.0,379.277505875
2024-03-13,Extreme Greed,7,1,6000.799999999999,-2.100278,0.0,81.0,-0.30003971428571424
2024-03-14,Extreme Greed,18,2,205933.18,3454.14904,0.8888888888888888,88.0,191.89716888888887
2024-03-15,Extreme Greed,62,3,351894.41,6187.0286479999995,0.6612903225806451,83.0,99.79078464516128
2024-03-16,Extreme Greed,8,2,37223.66,218.05156,0.125,81.0,27.256445
2024-03-17,Extreme Greed,23,3,99506.95,469.5306259999999,0.43478260869565216,79.0,20.41437504347826
2024-03-18,Extreme Greed,19,3,90458.08,1432.01442,0.3157894736842105,77.0,75.36918
2024-03-19,Extreme Greed,24,3,219884.84,642.809661,0.20833333333333334,79.0,26.783735875
2024-03-20,Greed,69,2,215705.85,6383.255760999999,0.8695652173913043,74.0,92.51095305797101
2024-03-21,Extreme Greed,28,3,117895.57,2319.1133250000003,0.8214285714285714,78.0,82.82547589285716
2024-03-24,Greed,19,1,92592.20999999999,1288.12964,0.7894736842105263,74.0,67.79629684210526
2024-03-25,Extreme Greed,7,1,57116.32,1282.925716,0.8571428571428571,75.0,183.27510228571427
2024-03-26,Extreme Greed,118,2,198565.19,3187.7591899999998,0.9322033898305084,81.0,27.014908389830506
2024-03-27,Extreme Greed,38,2,99864.79,118.693188,0.3157894736842105,83.0,3.123504947368421
2024-03-28,Extreme Greed,13,2,35323.72,218.791779,0.6923076923076923,80.0,16.830136846153845
2024-03-29,Extreme Greed,15,1,86914.37,852.677374,0.4,79.0,56.845158266666665
2024-03-30,Extreme Greed,45,1,101103.92,1090.635686,0.9777777777777777,75.0,24.23634857777778
2024-03-31,Extreme Greed,13,1,39912.96,898.8166229999999,0.7692307692307693,75.0,69.13974023076922
2024-04-01,Extreme Greed,77,2,339470.47,2424.212044,0.5454545454545454,79.0,31.4832732987013
2024-04-02,Extreme Greed,41,2,239664.50999999998,803.628238,0.2926829268292683,79.0,19.60068873170732
2024-04-03,Greed,4,2,16887.57,125.12719899999999,0.25,71.0,31.281799749999998
2024-04-04,Greed,32,1,95987.73,-33.595684999999996,0.0,70.0,-1.0498651562499999
2024-04-05,Extreme Greed,100,3,503791.8,10603.054168,0.9,79.0,106.03054168
2024-04-06,Extreme Greed,16,1,68223.67,212.45685699999999,0.25,75.0,13.278553562499999
2024-04-07,Extreme Greed,23,1,49988.14,-17.495845,0.0,78.0,-0.7606889130434782
2024-04-08,Extreme Greed,30,2,211940.64,1156.636152,0.03333333333333333,76.0,38.5545384
2024-04-09,Extreme Greed,3,1,57063.840000000004,-19.972341,0.0,80.0,-6.657447
2024-04-10,Extreme Greed,41,1,351735.97,5084.335852,0.8780487804878049,78.0,124.00819151219513
2024-04-11,Extreme Greed,16,1,76400.96,363.002835,0.125,76.0,22.6876771875
2024-04-12,Extreme Greed,129,3,442088.59,-690.206714,0.5503875968992248,79.0,-5.350439643410853
2024-04-13,Greed,89,2,486411.25,6502.452579000001,0.6853932584269663,72.0,73.06126493258428
2024-04-14,Greed,107,2,659162.17,-36317.489924,0.308411214953271,72.0,-339.415793682243
2024-04-15,Greed,41,2,291111.19,3733.438116,0.8536585365853658,74.0,91.05946624390243
2024-04-16,Greed,47,2,181907.17,2449.244536,0.9148936170212766,65.0,52.11158587234043
2024-04-17,Greed,14,1,97562.99,2430.8474370000004,0.9285714285714286,67.0,173.63195978571432
2024-04-19,Greed,35,1,337257.92000000004,1828.4052020000001,0.7714285714285715,66.0,52.24014862857143
2024-04-20,Greed,22,2,60733.24,-121.289047,0.0,66.0,-5.5131385
2024-04-22,Greed,9,1,47993.61,-16.797764,0.0,73.0,-1.8664182222222223
2024-04-23,Greed,66,2,233054.9,1048.2277199999999,0.5303030303030303,71.0,15.88223818181818
2024-04-24,Greed,20,1,141275.24,229.73959100000002,0.3,72.0,11.486979550000001
2024-04-25,Greed,74,2,120241.01,-160.159512,0.0,72.0,-2.16431772972973
2024-04-26,Greed,3,1,4988.290000000001,-1.745898,0.0,70.0,-0.581966
2024-04-27,Greed,27,1,154264.47,4227.495589,0.7037037037037037,67.0,156.57391070370372
2024-04-28,Greed,58,2,43985.6,-15.394946,0.0,65.0,-0.26543010344827583
2024-04-29,Greed,45,2,108699.01,488.889206,0.37777777777777777,67.0,10.864204577777778
2024-04-30,Greed,24,1,125018.75,-43.75655,0.0,67.0,-1.8231895833333331
2024-05-01,Neutral,14,1,87025.45,-30.458908,0.0,54.0,-2.175636285714286
2024-05-03,Neutral,36,3,282682.64999999997,5207.106364,0.4722222222222222,48.0,144.64184344444445
2024-05-04,Greed,9,2,58998.75,-20.649559,0.0,67.0,-2.2943954444444445
2024-05-05,Greed,6,2,24068.350000000002,-7.496778,0.16666666666666666,69.0,-1.249463
2024-05-06,Greed,9,1,206016.43,896.484634,0.4444444444444444,71.0,99.60940377777779
2024-05-07,Greed,18,3,108717.58,845.4986319999999,0.5,68.0,46.97214622222222
2024-05-08,Greed,13,2,65973.57,-21.511066,0.07692307692307693,64.0,-1.6546973846153845
2024-05-09,Greed,28,2,221966.12,1069.9077240000001,0.39285714285714285,55.0,38.21099014285715
2024-05-10,Greed,22,1,156882.0,2046.833005,0.2727272727272727,66.0,93.03786386363636
2024-05-11,Neutral,9,1,63248.95,229.46761700000002,1.0,53.0,25.49640188888889
2024-05-12,Greed,23,2,55179.56,-19.312829,0.0,56.0,-0.8396882173913044
2024-05-13,Greed,28,2,193118.9,2069.26226,0.35714285714285715,57.0,73.90222357142856
2024-05-14,Greed,23,1,145853.4,1099.4746200000002,0.17391304347826086,66.0,47.803244347826094
2024-05-15,Greed,36,1,234922.57,866.747695,0.4722222222222222,64.0,24.07632486111111
2024-05-16,Greed,27,2,162620.96,157.67248,0.18518518518518517,70.0,5.839721481481482
2024-05-18,Greed,25,1,126303.14,3478.188569,0.64,73.0,139.12754275999998
2024-05-19,Greed,8,1,29998.09,-10.499327000000001,0.0,72.0,-1.3124158750000001
2024-05-20,Greed,10,2,38124.75,-88.162104,0.0,70.0,-8.8162104
2024-05-21,Extreme Greed,125,2,1100948.59,6904.065627999999,0.112,76.0,55.232525024
2024-05-22,Extreme Greed,6,1,44995.29,-15.748349000000001,0.0,76.0,-2.6247248333333335
2024-05-23,Extreme Greed,325,3,401850.6,299.91725,0.4461538461538462,76.0,0.9228223076923078
2024-05-24,Greed,2,1,50811.899999999994,804.165113,1.0,74.0,402.0825565
2024-05-25,Extreme Greed,16,2,29991.129999999997,3.879151999999998,0.3125,76.0,0.24244699999999988
2024-05-26,Extreme Greed,16,2,53976.67,759.915709,0.25,75.0,47.4947318125
2024-05-27,Greed,251,1,151115.72,1083.523404,0.35856573705179284,74.0,4.316826310756972
2024-05-29,Greed,164,2,84268.76,240.915354,0.4146341463414634,72.0,1.4689960609756099
2024-05-30,Greed,7,1,2838.09,19.958107,0.7142857142857143,73.0,2.8511581428571424
2024-05-31,Greed,13,1,3636.14,24.085473999999998,0.3076923076923077,73.0,1.852728769230769
2024-06-01,Greed,25,1,12834.62,87.018313,0.36,72.0,3.48073252
2024-06-02,Greed,93,1,29464.51,185.114035,0.3655913978494624,73.0,1.990473494623656
2024-06-03,Greed,70,1,21466.86,557.430122,0.6285714285714286,73.0,7.963287457142857
2024-06-04,Greed,53,1,24243.41,44.778485,0.4716981132075472,73.0,0.8448770754716982
2024-06-05,Extreme Greed,54,1,25350.77,48.951446000000004,0.2962962962962963,75.0,0.9065082592592594
